fecha,producto,categoria,cantidad,precio_unitario,total,canal,region
11/09/2025,Serum Vitamina C 30ml,Belleza,2,560,1120,Tienda física,Nuevo León
11/09/2025,Sudadera Hoodie Urban,Moda,2,809,1618,Marketplace,Puebla
11/09/2025,Rizador de Pelas Digital,Belleza,1,899,899,Marketplace,Puebla
11/09/2025,Consola Next X,Electrónica,2,10499,20998,Online,
11/09/2025,Rizador de Pelas Digital,Belleza,2,899,1798,Online,Nuevo León
11/10/2025,Bicicleta Urbana R26,Deportes,3,7999,23997,Móvil App,Jalisco
11/10/2025,Chamarra Denim Classic,Moda,1,1298.50,1298.50,Marketplace,CDMX
11/10/2025,Teclado Mecánico RGB,Electrónica,2,1439,2878,Online,Chihuahua
11/10/2025,Set de Sábanas Queen 600h,Hogar,3,1199,3597,Tienda física,Puebla
11/11/2025,Consola Next X,Electrónica,3,13999,41997,Marketplace,Jalisco
11/11/2025,Laptop Pro 14,Electrónica,1,16149,16149,Marketplace,Puebla
11/11/2025,Purificador de Aire Mini,Hogar,1,2464,2464,Marketplace,
11/11/2025,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Online,Jalisco
11/12/2025,Audífonos ANC Studio,Electrónica,2,2499,4998,Tienda física,CDMX
11/12/2025,Cafetera Espresso Deluxe,Hogar,2,4599,9198,Tienda física,Puebla
11/12/2025,Vestido Floral Summer,Moda,1,934,934,Marketplace,CDMX
11/12/2025,Rizador de Pelas Digital,Belleza,1,899,899,Online,Yucatán
12/01/2026,Dron Junior HD,Juguetes,1,1599,1599,Online,Nuevo León
12/01/2026,Balón Soccer Pro FIFA,Deportes,1,549,549,,Chihuahua
12/01/2026,Secadora Iónica 2200W,Belleza,1,1274,,Marketplace,Yucatán
12/01/2026,Balón Soccer Pro FIFA,Deportes,2,549,1098,Móvil App,CDMX
12/02/2026,Smart TV 55'',Electrónica,1,,11499,Marketplace,Jalisco
12/02/2026,Laptop Pro 14,Electrónica,2,18999,37998,Marketplace,CDMX
12/02/2026,Tablet Galaxy 10",Electrónica,3,6499,19497,Online,Nuevo León
12/02/2026,Laptop Pro 14,Electrónica,5,18998.50,94992.50,Online,CDMX
12/02/2026,Perfume Noir Intense 100ml,Belleza,2,1899,3798,Online,Jalisco
12/02/2026,Laptop Pro 14,Electrónica,1,18999,18999,,Chihuahua
12/09/2025,,Deportes,1,299,299,Online,Yucatán
12/09/2025,Kit Bandas Elásticas,Deportes,5,299,1495,Tienda física,Nuevo León
12/09/2025,Set de Sábanas Queen 600h,Hogar,3,1199,3597,Online,CDMX
12/09/2025,Peluche Oso Gigante 1.5m,Juguetes,1,,549,Marketplace,Yucatán
12/09/2025,Rizador de Pelas Digital,Belleza,2,719,1438,Online,Jalisco
,Set Ciencia Experimentos,Juguetes,2,503,1006,Online,CDMX
12/10/2025,Laptop Pro 14,Electrónica,1,18998.50,18998.50,,CDMX
12/10/2025,Smart TV 55'',Electrónica,1,11499,11499,Marketplace,Yucatán
12/10/2025,Tenis Runner Air,Moda,1,2089,2089,Marketplace,Yucatán
12/10/2025,Serum Vitamina C 30ml,Belleza,,494,494,Marketplace,Puebla
12/10/2025,Yoga Mat Premium,Deportes,2,648.50,1297,Tienda física,Nuevo León
12/10/2025,Peluche Oso Gigante 1.5m,Juguetes,2,549,1098,Online,Puebla
12/10/2025,Paleta de Sombras Nude,Belleza,1,499,499,Tienda física,Puebla
12/11/2025,Balón Soccer Pro FIFA,Deportes,1,549,549,Marketplace,Nuevo León
12/11/2025,Pantalón Chino Slim,Moda,2,948.50,1897,Tienda física,Nuevo León
12/11/2025,Casco Ciclismo Aero,Deportes,1,1299,1299,Móvil App,CDMX
12/11/2025,Paleta de Sombras Nude,Belleza,1,474,474,Online,
12/12/2025,Aspiradora Robot Clean+,Hogar,1,5998.50,5998.50,,CDMX
12/12/2025,Paleta de Sombras Nude,Belleza,1,499,499,Online,Jalisco
12/12/2025,Smart TV 55'',Electrónica,2,,22998,Online,CDMX
12/12/2025,,Belleza,1,1899,1899,Online,CDMX
13/01/2026,Kit Bandas Elásticas,Deportes,1,299,299,Online,CDMX
13/01/2026,Set Ciencia Experimentos,Juguetes,2,598,1196,Marketplace,Yucatán
13/01/2026,Laptop Pro 14,Electrónica,2,18999,37998,Online,Puebla
13/01/2026,Peluche Oso Gigante 1.5m,Juguetes,1,,439,Online,CDMX
13/02/2026,Kit Bandas Elásticas,Deportes,3,299,897,Tienda física,CDMX
13/02/2026,Teclado Mecánico RGB,Electrónica,,1599,3198,Tienda física,Jalisco
13/02/2026,Cámara Action Go,Electrónica,2,7998.50,15997,Online,Puebla
13/02/2026,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Online,Jalisco
13/02/2026,Consola Next X,Electrónica,1,11899,11899,Móvil App,Jalisco
13/02/2026,Bolso de Cuero Milano,Moda,1,1898.50,1898.50,Online,Yucatán
13/09/2025,Kit Bandas Elásticas,Deportes,3,299,897,Online,CDMX
13/09/2025,Auto RC Turbo Rally,Juguetes,1,779,779,Marketplace,Jalisco
13/09/2025,Bicicleta Urbana R26,Deportes,1,7999,,Marketplace,CDMX
13/09/2025,Secadora Iónica 2200W,Belleza,1,1498.50,1498.50,Online,Yucatán
13/10/2025,Tenis Runner Air,Moda,4,2199,8796,Marketplace,Puebla
13/10/2025,Barra de Sonido 2.1,Electrónica,1,3499,3499,Marketplace,CDMX
13/10/2025,Barra de Sonido 2.1,Electrónica,1,3499,3499,Online,Puebla
13/11/2025,Consola Next X,Electrónica,3,13998.50,41995.50,Tienda física,Jalisco
13/11/2025,Crema Hidratante Aloe,Belleza,2,389,778,Marketplace,Chihuahua
13/11/2025,Barra de Sonido 2.1,Electrónica,2,3499,6998,Online,CDMX
13/11/2025,Dron Junior HD,Juguetes,1,1599,1599,Tienda física,Jalisco
13/12/2025,Licuadora Turbo 1200W,Hogar,2,1699,3398,Tienda física,Nuevo León
13/12/2025,Secadora Iónica 2200W,Belleza,1,1499,1499,Online,Nuevo León
13/12/2025,Tablet Galaxy 10",Electrónica,1,6499,,Móvil App,Yucatán
13/12/2025,Laptop Pro 14,Electrónica,2,18998.50,37997,Online,
14/01/2026,Serum Vitamina C 30ml,Belleza,1,658.50,658.50,,
14/01/2026,Peluche Oso Gigante 1.5m,Juguetes,1,548.50,548.50,Móvil App,CDMX
14/01/2026,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Online,CDMX
14/01/2026,Paleta de Sombras Nude,Belleza,3,499,1497,Marketplace,CDMX
14/01/2026,Barra de Sonido 2.1,Electrónica,1,2799,2799,Tienda física,CDMX
14/01/2026,Lámpara LED Inteligente,Hogar,3,549,1647,Móvil App,CDMX
14/02/2026,Casco Ciclismo Aero,Deportes,2,1299,2598,Marketplace,Jalisco
14/02/2026,Serum Vitamina C 30ml,Belleza,3,626,1878,Móvil App,Puebla
14/02/2026,Serum Vitamina C 30ml,Belleza,1,560,560,Marketplace,
14/09/2025,Pantalón Chino Slim,Moda,1,949,,Móvil App,Yucatán
14/09/2025,Lentes de Sol Retro,Moda,2,759,1518,Marketplace,Chihuahua
14/09/2025,Lentes de Sol Retro,Moda,,759,1518,Tienda física,CDMX
14/09/2025,Aspiradora Robot Clean+,Hogar,1,5099,5099,Marketplace,Chihuahua
14/09/2025,Laptop Pro 14,Electrónica,,18998.50,37997,Online,Yucatán
14/09/2025,Yoga Mat Premium,Deportes,5,649,3245,Tienda física,Nuevo León
14/10/2025,Pantalón Chino Slim,Moda,1,948.50,948.50,Online,Chihuahua
14/10/2025,Set de Sábanas Queen 600h,Hogar,5,1199,5995,Marketplace,Nuevo León
14/11/2025,Bloques Creativos 500pz,Juguetes,1,899,899,Tienda física,CDMX
14/11/2025,Chamarra Denim Classic,Moda,2,1104,2208,Tienda física,Yucatán
14/11/2025,Aspiradora Robot Clean+,Hogar,1,5998.50,5998.50,Marketplace,Jalisco
14/11/2025,Paleta de Sombras Nude,Belleza,1,499,499,Online,Jalisco
14/11/2025,Secadora Iónica 2200W,Belleza,1,1499,1499,Marketplace,Puebla
14/11/2025,Barra de Sonido 2.1,Electrónica,2,2974,5948,Marketplace,CDMX
14/12/2025,Licuadora Turbo 1200W,Hogar,3,1359,4077,Online,
14/12/2025,Set de Sábanas Queen 600h,Hogar,2,1199,2398,Online,CDMX
14/12/2025,Paleta de Sombras Nude,Belleza,1,499,499,Online,CDMX
15/01/2026,Yoga Mat Premium,Deportes,1,552,552,Marketplace,Puebla
15/01/2026,Peluche Oso Gigante 1.5m,Juguetes,2,549,1098,Tienda física,Puebla
15/01/2026,Audífonos ANC Studio,Electrónica,3,2124,6372,Tienda física,Puebla
15/01/2026,Consola Next X,Electrónica,2,13998.50,27997,Online,Nuevo León
15/01/2026,Lentes de Sol Retro,Moda,1,758.50,758.50,Online,CDMX
15/01/2026,Teclado Mecánico RGB,Electrónica,2,1598.50,3197,Móvil App,
15/02/2026,Consola Next X,Electrónica,2,13299,26598,Móvil App,Jalisco
15/02/2026,,Deportes,2,,1097,Móvil App,Chihuahua
15/02/2026,Auto RC Turbo Rally,Juguetes,2,779,1558,Marketplace,CDMX
15/02/2026,Cafetera Espresso Deluxe,Hogar,3,4369,13107,Móvil App,Yucatán
15/02/2026,Perfume Noir Intense 100ml,Belleza,1,1899,1899,Tienda física,CDMX
15/09/2025,Juego de Ollas Antiadherentes,Hogar,3,2398.50,7195.50,Online,Puebla
15/09/2025,Crema Hidratante Aloe,Belleza,1,389,389,Móvil App,CDMX
15/09/2025,Auto RC Turbo Rally,Juguetes,1,779,779,Online,Yucatán
15/09/2025,Dron Junior HD,Juguetes,1,1599,1599,Online,Chihuahua
15/09/2025,Vestido Floral Summer,Moda,3,1099,3297,Marketplace,CDMX
15/10/2025,Smartwatch Fit 3,Electrónica,4,3299,13196,Online,Yucatán
15/10/2025,Serum Vitamina C 30ml,Belleza,1,659,659,Tienda física,Puebla
15/10/2025,Laptop Pro 14,Electrónica,3,18999,56997,Online,CDMX
15/10/2025,Tenis Runner Air,Moda,1,1869,1869,Online,Jalisco
15/10/2025,Smartwatch Fit 3,Electrónica,,3298.50,6597,Móvil App,Chihuahua
15/10/2025,Lentes de Sol Retro,Moda,1,607,607,Online,Puebla
15/11/2025,Smartphone X5,Electrónica,1,8999,8999,Marketplace,CDMX
15/11/2025,Casco Ciclismo Aero,Deportes,1,1299,1299,Online,CDMX
15/11/2025,Set de Sábanas Queen 600h,Hogar,3,1198.50,3595.50,Online,Puebla
15/12/2025,Crema Hidratante Aloe,Belleza,1,350,350,Marketplace,Jalisco
15/12/2025,Smart TV 55'',Electrónica,1,11499,11499,Online,Yucatán
15/12/2025,Audífonos ANC Studio,Electrónica,1,2499,2499,Online,CDMX
15/12/2025,Licuadora Turbo 1200W,Hogar,2,1699,,Online,Chihuahua
15/12/2025,Lámpara LED Inteligente,Hogar,3,549,,Tienda física,Yucatán
16/01/2026,Consola Next X,Electrónica,1,13998.50,13998.50,Marketplace,Chihuahua
16/01/2026,Rizador de Pelas Digital,Belleza,1,899,899,Online,Chihuahua
16/01/2026,Kit Bandas Elásticas,Deportes,1,299,299,Online,Nuevo León
16/01/2026,Set Ciencia Experimentos,Juguetes,1,628.50,628.50,Online,Nuevo León
16/01/2026,Casco Ciclismo Aero,Deportes,2,1169,2338,Online,
16/02/2026,Teclado Mecánico RGB,Electrónica,2,1599,3198,Online,CDMX
16/02/2026,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Marketplace,Nuevo León
16/09/2025,Smart TV 55'',Electrónica,2,11499,22998,Online,Puebla
16/09/2025,Consola Next X,Electrónica,1,12599,12599,Marketplace,Jalisco
16/09/2025,Teclado Mecánico RGB,Electrónica,1,1599,1599,Marketplace,CDMX
16/09/2025,,Moda,1,1899,1899,Tienda física,CDMX
16/10/2025,Crema Hidratante Aloe,Belleza,1,350,350,Online,Yucatán
16/10/2025,Auto RC Turbo Rally,Juguetes,4,779,3116,Online,
16/10/2025,Cámara Action Go,Electrónica,,7999,15998,Móvil App,Chihuahua
16/10/2025,Licuadora Turbo 1200W,Hogar,1,1698.50,1698.50,Marketplace,CDMX
16/11/2025,Laptop Pro 14,Electrónica,3,18998.50,56995.50,Online,Jalisco
16/11/2025,Licuadora Turbo 1200W,Hogar,1,1699,1699,Marketplace,Nuevo León
16/12/2025,Teclado Mecánico RGB,Electrónica,1,1599,1599,Online,CDMX
16/12/2025,Rizador de Pelas Digital,Belleza,1,899,899,Marketplace,
16/12/2025,Chamarra Denim Classic,Moda,1,1298.50,1298.50,Marketplace,Chihuahua
16/12/2025,Auto RC Turbo Rally,Juguetes,1,779,779,Online,
16/12/2025,Sudadera Hoodie Urban,Moda,3,899,2697,Marketplace,Puebla
16/12/2025,Lámpara LED Inteligente,Hogar,6,494,2964,Tienda física,Nuevo León
16/12/2025,Lámpara LED Inteligente,Hogar,1,548.50,548.50,Móvil App,Nuevo León
16/12/2025,Pantalón Chino Slim,Moda,2,949,1898,Marketplace,Puebla
17/01/2026,Purificador de Aire Mini,Hogar,1,2898.50,2898.50,Tienda física,Yucatán
17/01/2026,Aspiradora Robot Clean+,Hogar,3,5099,15297,Marketplace,Puebla
17/01/2026,Teclado Mecánico RGB,Electrónica,1,1598.50,1598.50,Tienda física,Jalisco
17/01/2026,Auto RC Turbo Rally,Juguetes,2,779,1558,Tienda física,CDMX
17/02/2026,Tenis Runner Air,Moda,1,2199,2199,Online,Puebla
17/02/2026,Laptop Pro 14,Electrónica,6,18999,113994,Marketplace,CDMX
17/02/2026,Vestido Floral Summer,Moda,1,1099,1099,Tienda física,Yucatán
17/02/2026,Smart TV 55'',Electrónica,3,11499,34497,Online,Jalisco
17/02/2026,Teclado Mecánico RGB,Electrónica,1,1599,1599,,Puebla
17/02/2026,Mancuernas Ajustables 10kg,Deportes,,999,1998,Online,Chihuahua
17/02/2026,Set de Sábanas Queen 600h,Hogar,4,899,3596,Marketplace,Nuevo León
17/02/2026,Set Ciencia Experimentos,Juguetes,1,598,598,Online,Puebla
17/02/2026,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Online,Nuevo León
17/09/2025,Juego de Ollas Antiadherentes,Hogar,1,1799,1799,Tienda física,
17/09/2025,Audífonos ANC Studio,Electrónica,2,2499,4998,Móvil App,Puebla
17/09/2025,Mancuernas Ajustables 10kg,Deportes,1,999,999,Tienda física,Puebla
17/09/2025,Lámpara LED Inteligente,Hogar,2,548.50,1097,Marketplace,Nuevo León
17/09/2025,Cafetera Espresso Deluxe,Hogar,5,4599,22995,Online,CDMX
17/10/2025,Pantalón Chino Slim,Moda,1,948.50,948.50,Marketplace,
17/10/2025,Auto RC Turbo Rally,Juguetes,2,779,1558,Tienda física,Yucatán
17/10/2025,Purificador de Aire Mini,Hogar,,2899,2899,Móvil App,Yucatán
17/10/2025,Yoga Mat Premium,Deportes,1,649,649,Móvil App,Puebla
17/11/2025,Auto RC Turbo Rally,Juguetes,1,779,779,Marketplace,CDMX
17/11/2025,Chamarra Denim Classic,Moda,2,1299,2598,Online,Jalisco
17/12/2025,Lentes de Sol Retro,Moda,1,759,759,Tienda física,
17/12/2025,Cafetera Espresso Deluxe,Hogar,1,4598.50,4598.50,Marketplace,Chihuahua
17/12/2025,Perfume Noir Intense 100ml,Belleza,3,1899,5697,Online,CDMX
18/01/2026,Sudadera Hoodie Urban,Moda,2,899,1798,Online,Chihuahua
18/01/2026,Peluche Oso Gigante 1.5m,Juguetes,,549,549,Online,Jalisco
18/01/2026,Serum Vitamina C 30ml,Belleza,1,659,659,Marketplace,Puebla
18/01/2026,Perfume Noir Intense 100ml,Belleza,1,1519,1519,Marketplace,Jalisco
,Audífonos ANC Studio,Electrónica,1,2499,2499,Online,Nuevo León
18/01/2026,Lentes de Sol Retro,Moda,2,759,1518,,Jalisco
18/01/2026,Smart TV 55'',Electrónica,1,11499,11499,Marketplace,Jalisco
18/02/2026,Rizador de Pelas Digital,Belleza,1,898.50,898.50,Tienda física,Jalisco
18/02/2026,Cafetera Espresso Deluxe,Hogar,1,4599,4599,Tienda física,Chihuahua
18/02/2026,Secadora Iónica 2200W,Belleza,1,1499,1499,Tienda física,
18/02/2026,,Belleza,1,659,659,Marketplace,CDMX
18/02/2026,Crema Hidratante Aloe,Belleza,1,370,370,Online,Yucatán
18/02/2026,Consola Next X,Electrónica,4,13999,55996,Tienda física,
18/02/2026,Camiseta Basic Cotton,Moda,1,399,399,Online,CDMX
18/09/2025,Aspiradora Robot Clean+,Hogar,2,5399,10798,Marketplace,Yucatán
18/09/2025,Kit Bandas Elásticas,Deportes,1,299,299,Online,CDMX
18/09/2025,Auto RC Turbo Rally,Juguetes,2,779,1558,Tienda física,CDMX
18/09/2025,Set Ciencia Experimentos,Juguetes,2,628.50,1257,Tienda física,
18/09/2025,Tenis Runner Air,Moda,5,1649,8245,Marketplace,Chihuahua
18/10/2025,Licuadora Turbo 1200W,Hogar,2,1698.50,3397,,Jalisco
18/10/2025,Vestido Floral Summer,Moda,2,1099,2198,Tienda física,Jalisco
18/10/2025,Consola Next X,Electrónica,1,13998.50,13998.50,Tienda física,Puebla
18/10/2025,Paleta de Sombras Nude,Belleza,4,499,1996,Móvil App,Jalisco
18/10/2025,Laptop Pro 14,Electrónica,,18999,113994,Marketplace,Nuevo León
18/10/2025,Mancuernas Ajustables 10kg,Deportes,2,999,1998,Marketplace,CDMX
18/10/2025,Pantalón Chino Slim,Moda,2,949,1898,Marketplace,Yucatán
18/10/2025,Teclado Mecánico RGB,Electrónica,1,1598.50,1598.50,Online,
18/10/2025,Paleta de Sombras Nude,Belleza,3,499,,Tienda física,Nuevo León
18/10/2025,Barra de Sonido 2.1,Electrónica,3,3499,10497,Online,Nuevo León
18/10/2025,,Hogar,3,548.50,1645.50,Móvil App,Puebla
18/10/2025,Teclado Mecánico RGB,Electrónica,1,1598.50,1598.50,Tienda física,Puebla
18/11/2025,Audífonos ANC Studio,Electrónica,2,2499,4998,Online,Chihuahua
18/11/2025,Laptop Pro 14,Electrónica,2,18998.50,37997,Tienda física,CDMX
18/11/2025,Paleta de Sombras Nude,Belleza,1,499,499,Marketplace,Chihuahua
18/11/2025,Dron Junior HD,Juguetes,2,1199,,Marketplace,Jalisco
18/11/2025,Audífonos ANC Studio,Electrónica,1,2499,2499,Online,CDMX
18/12/2025,Lentes de Sol Retro,Moda,1,683,683,Tienda física,CDMX
18/12/2025,Set de Sábanas Queen 600h,Hogar,1,1199,1199,Tienda física,CDMX
18/12/2025,Cámara Action Go,Electrónica,3,6399,19197,Marketplace,CDMX
18/12/2025,Lentes de Sol Retro,Moda,3,758.50,2275.50,Online,Jalisco
18/12/2025,Bicicleta Urbana R26,Deportes,1,7999,7999,Marketplace,Puebla
19/01/2026,Paleta de Sombras Nude,Belleza,1,499,499,Móvil App,CDMX
19/01/2026,Consola Next X,Electrónica,1,10499,10499,Marketplace,Chihuahua
19/02/2026,Audífonos ANC Studio,Electrónica,1,2499,2499,Tienda física,
19/02/2026,Kit Bandas Elásticas,Deportes,1,224,224,Marketplace,Yucatán
,Tablet Galaxy 10",Electrónica,1,6499,6499,Online,Chihuahua
19/02/2026,Audífonos ANC Studio,Electrónica,2,2498.50,4997,Online,Chihuahua
,,Electrónica,2,6498.50,12997,Online,Nuevo León
19/09/2025,Pantalón Chino Slim,Moda,2,759,1518,Online,Jalisco
19/09/2025,Smartwatch Fit 3,Electrónica,2,3298.50,6597,Online,Jalisco
19/09/2025,Teclado Mecánico RGB,Electrónica,1,1599,1599,Móvil App,
19/09/2025,Kit Bandas Elásticas,Deportes,1,299,299,Marketplace,Nuevo León
19/09/2025,Teclado Mecánico RGB,Electrónica,2,1599,3198,Marketplace,
19/10/2025,Bicicleta Urbana R26,Deportes,4,7599,,Online,
19/11/2025,Secadora Iónica 2200W,Belleza,1,1498.50,1498.50,Online,
19/11/2025,Casco Ciclismo Aero,Deportes,1,1299,,Online,Chihuahua
19/11/2025,Mancuernas Ajustables 10kg,Deportes,1,999,999,Marketplace,Chihuahua
19/12/2025,Kit Bandas Elásticas,Deportes,1,299,299,Online,Yucatán
19/12/2025,Barra de Sonido 2.1,Electrónica,5,3498.50,17492.50,Online,CDMX
19/12/2025,,Belleza,2,659,1318,Online,Yucatán
19/12/2025,Smartphone X5,Electrónica,3,8999,26997,Online,Puebla
20/01/2026,Juego de Mesa Familiar,Juguetes,1,449,449,Marketplace,Nuevo León
20/01/2026,Camiseta Basic Cotton,Moda,2,339,678,Online,Jalisco
20/01/2026,Tablet Galaxy 10",Electrónica,2,5849,11698,Marketplace,Nuevo León
20/01/2026,Yoga Mat Premium,Deportes,1,649,649,Móvil App,Yucatán
20/01/2026,Bloques Creativos 500pz,Juguetes,1,764,764,Marketplace,CDMX
20/01/2026,Vestido Floral Summer,Moda,1,1099,1099,Online,Puebla
20/02/2026,Set Ciencia Experimentos,Juguetes,2,503,1006,Marketplace,Nuevo León
20/02/2026,Cámara Action Go,Electrónica,1,7999,7999,Móvil App,Chihuahua
20/02/2026,Cámara Action Go,Electrónica,3,7999,23997,Móvil App,
20/02/2026,Perfume Noir Intense 100ml,Belleza,3,1899,5697,Online,Yucatán
20/09/2025,Pantalón Chino Slim,Moda,1,948.50,948.50,Online,Yucatán
20/09/2025,Bolso de Cuero Milano,Moda,1,1899,,Tienda física,CDMX
20/09/2025,Balón Soccer Pro FIFA,Deportes,1,548.50,548.50,Móvil App,Puebla
20/09/2025,,Electrónica,1,1519,1519,Móvil App,
20/10/2025,Set Ciencia Experimentos,Juguetes,2,535,1070,Marketplace,Nuevo León
20/10/2025,Bicicleta Urbana R26,Deportes,1,7999,7999,Online,Jalisco
20/10/2025,Bloques Creativos 500pz,Juguetes,2,898.50,1797,Marketplace,CDMX
20/10/2025,Audífonos ANC Studio,Electrónica,1,2499,2499,Móvil App,Nuevo León
20/10/2025,Licuadora Turbo 1200W,Hogar,1,1699,1699,Online,Jalisco
20/11/2025,,Electrónica,3,6499,19497,Tienda física,Jalisco
20/11/2025,Smartphone X5,Electrónica,1,8998.50,,Tienda física,CDMX
20/11/2025,Juego de Mesa Familiar,Juguetes,2,449,,Tienda física,CDMX
20/11/2025,Kit Bandas Elásticas,Deportes,2,299,598,Móvil App,CDMX
20/12/2025,Bloques Creativos 500pz,Juguetes,2,,1798,Online,Nuevo León
20/12/2025,Bloques Creativos 500pz,Juguetes,2,899,1798,Online,Nuevo León
20/12/2025,Tenis Runner Air,Moda,2,2089,4178,Online,Jalisco
20/12/2025,Auto RC Turbo Rally,Juguetes,1,778.50,778.50,Online,CDMX
20/12/2025,Lentes de Sol Retro,Moda,2,758.50,1517,Online,Jalisco
20/12/2025,Dron Junior HD,Juguetes,1,1599,1599,Online,CDMX
20/12/2025,Tablet Galaxy 10",Electrónica,2,6499,12998,Online,Nuevo León
20/12/2025,Rizador de Pelas Digital,Belleza,6,899,,Online,
20/12/2025,Yoga Mat Premium,Deportes,2,584,1168,Online,Puebla
21/01/2026,Casco Ciclismo Aero,Deportes,1,1299,1299,Marketplace,CDMX
21/01/2026,Tenis Runner Air,Moda,1,1759,1759,Marketplace,Chihuahua
21/01/2026,Auto RC Turbo Rally,Juguetes,3,623,1869,Móvil App,Chihuahua
21/01/2026,Set de Sábanas Queen 600h,Hogar,1,1019,1019,Marketplace,CDMX
21/01/2026,,Moda,1,2198.50,2198.50,Online,CDMX
21/01/2026,Cafetera Espresso Deluxe,Hogar,1,3679,3679,Online,Puebla
21/01/2026,Balón Soccer Pro FIFA,Deportes,1,549,549,Online,
21/01/2026,Set de Sábanas Queen 600h,Hogar,1,1199,1199,Online,Puebla
21/01/2026,Laptop Pro 14,Electrónica,2,18999,37998,Móvil App,Jalisco
21/01/2026,Mancuernas Ajustables 10kg,Deportes,4,998.50,3994,Tienda física,Yucatán
21/02/2026,Perfume Noir Intense 100ml,Belleza,3,1899,5697,Marketplace,
21/02/2026,Sudadera Hoodie Urban,Moda,2,899,1798,Marketplace,CDMX
21/02/2026,,Juguetes,2,549,1098,,Nuevo León
21/02/2026,Auto RC Turbo Rally,Juguetes,3,778.50,2335.50,Móvil App,CDMX
21/02/2026,Teclado Mecánico RGB,Electrónica,2,1439,2878,Marketplace,Nuevo León
21/02/2026,Cámara Action Go,Electrónica,1,7599,7599,Online,
21/02/2026,Laptop Pro 14,Electrónica,1,18999,18999,Móvil App,Nuevo León
21/09/2025,Cámara Action Go,Electrónica,1,7999,7999,Marketplace,CDMX
21/09/2025,Kit Bandas Elásticas,Deportes,2,299,598,Online,Jalisco
21/10/2025,Bolso de Cuero Milano,Moda,3,1898.50,5695.50,,Jalisco
21/10/2025,Barra de Sonido 2.1,Electrónica,3,3499,10497,Marketplace,Chihuahua
21/10/2025,Crema Hidratante Aloe,Belleza,3,389,1167,Marketplace,
21/10/2025,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Online,Jalisco
21/10/2025,Pantalón Chino Slim,Moda,1,948.50,948.50,Marketplace,CDMX
21/10/2025,Barra de Sonido 2.1,Electrónica,2,2624,5248,Marketplace,
21/10/2025,Auto RC Turbo Rally,Juguetes,1,778.50,778.50,Marketplace,CDMX
21/10/2025,Laptop Pro 14,Electrónica,2,18998.50,37997,Online,CDMX
21/11/2025,Camiseta Basic Cotton,Moda,2,399,798,Tienda física,Jalisco
21/11/2025,Smartwatch Fit 3,Electrónica,1,3299,3299,Online,CDMX
21/11/2025,Camiseta Basic Cotton,Moda,1,399,399,Tienda física,Nuevo León
21/11/2025,Smart TV 55'',Electrónica,2,11498.50,22997,Online,
21/11/2025,Tablet Galaxy 10",Electrónica,1,5199,5199,Tienda física,CDMX
21/12/2025,Smartphone X5,Electrónica,2,8999,17998,Tienda física,Jalisco
21/12/2025,,Deportes,1,7999,7999,Online,CDMX
21/12/2025,Barra de Sonido 2.1,Electrónica,2,2624,5248,Online,Puebla
22/01/2026,Smart TV 55'',Electrónica,2,10349,20698,Online,Chihuahua
22/01/2026,Vestido Floral Summer,Moda,1,1099,1099,,
22/01/2026,Vestido Floral Summer,Moda,4,,4396,Online,Puebla
22/01/2026,Set de Sábanas Queen 600h,Hogar,1,1199,1199,Móvil App,CDMX
22/01/2026,Bolso de Cuero Milano,Moda,1,1899,1899,Marketplace,Jalisco
22/02/2026,Auto RC Turbo Rally,Juguetes,1,779,779,Marketplace,Nuevo León
22/02/2026,Sudadera Hoodie Urban,Moda,2,899,1798,Online,Nuevo León
,Paleta de Sombras Nude,Belleza,2,499,998,Marketplace,
22/02/2026,Dron Junior HD,Juguetes,3,1199,3597,Móvil App,Puebla
22/09/2025,Casco Ciclismo Aero,Deportes,2,,1948,Tienda física,CDMX
22/09/2025,Dron Junior HD,Juguetes,3,1599,4797,Online,Jalisco
22/09/2025,Smart TV 55'',Electrónica,1,11498.50,11498.50,Online,Nuevo León
22/09/2025,Juego de Ollas Antiadherentes,Hogar,1,2399,2399,Marketplace,Nuevo León
22/09/2025,Dron Junior HD,Juguetes,1,1598.50,1598.50,Móvil App,Nuevo León
22/10/2025,Barra de Sonido 2.1,Electrónica,2,3498.50,6997,Marketplace,CDMX
22/10/2025,Bloques Creativos 500pz,Juguetes,1,899,899,Marketplace,CDMX
22/10/2025,Purificador de Aire Mini,Hogar,1,2899,2899,Tienda física,Puebla
22/10/2025,Aspiradora Robot Clean+,Hogar,1,5399,5399,Marketplace,Puebla
22/10/2025,,Deportes,2,549,1098,Online,Puebla
22/11/2025,Serum Vitamina C 30ml,Belleza,6,626,3756,Marketplace,CDMX
22/11/2025,Set Ciencia Experimentos,Juguetes,2,629,1258,Marketplace,Nuevo León
22/11/2025,Banda de Correr Plegable,Deportes,1,9374,9374,,Nuevo León
22/12/2025,Juego de Ollas Antiadherentes,Hogar,3,,5757,Online,Puebla
